intensidad_falla,e12,e23,e31,major_axes,minor_axes,ellipse_angles,ellipse_ratio
0.05,0.577350269189626,0.577350269189625,0.577350269189626,1.16350762782201,1.16350762782201,0,1
0.1,0.577350269189626,0.577350269189625,0.577350269189626,1.10227038425243,1.10227038425243,0,1
0.15,0.577350269189626,0.577350269189625,0.577350269189626,1.04103314068285,1.04103314068285,0,1
0.2,0.577350269189626,0.577350269189625,0.577350269189626,0.979795897113272,0.97979589711327,0,1
0.25,0.577350269189626,0.577350269189625,0.577350269189626,0.918558653543692,0.918558653543691,0,1
0.3,0.577350269189626,0.577350269189625,0.577350269189626,0.857321409974113,0.857321409974111,0,1
0.35,0.577350269189626,0.577350269189625,0.577350269189626,0.796084166404533,0.796084166404532,0,1
0.4,0.577350269189626,0.577350269189625,0.577350269189626,0.734846922834954,0.734846922834953,0,1
0.45,0.577350269189626,0.577350269189625,0.577350269189626,0.673609679265374,0.673609679265373,0,1
0.5,0.577350269189626,0.577350269189625,0.577350269189626,0.612372435695795,0.612372435695794,0,1
0.55,0.577350269189626,0.577350269189625,0.577350269189626,0.551135192126215,0.551135192126215,0,1
0.6,0.577350269189626,0.577350269189625,0.577350269189626,0.489897948556636,0.489897948556635,0,1
0.65,0.577350269189626,0.577350269189625,0.577350269189626,0.428660704987056,0.428660704987056,0,1
0.7,0.577350269189626,0.577350269189625,0.577350269189626,0.367423461417477,0.367423461417476,0,1
0.75,0.577350269189626,0.577350269189625,0.577350269189626,0.306186217847898,0.306186217847897,0,1
0.8,0.577350269189626,0.577350269189625,0.577350269189626,0.244948974278318,0.244948974278317,0,1
0.85,0.577350269189626,0.577350269189625,0.577350269189626,0.183711730708739,0.183711730708738,0,1
0.9,0.577350269189626,0.577350269189625,0.577350269189626,0.122474487139159,0.122474487139159,0,1
