intensidad_falla,e12,e23,e31,major_axes,minor_axes,ellipse_angles,ellipse_ratio
0.05,0.586967270883749,0.586967270883749,0.557618907339562,1.20467838031568,1.16350762782201,1.82188524628341,1.03538503015295
0.1,0.596549986271894,0.596549986271893,0.536894987644704,1.18532695911297,1.10227038425243,1.81088528991977,1.07535045488578
0.15,0.606060606060606,0.606060606060606,0.515151515151515,1.1667261889578,1.04103314068285,1.79959517218212,1.12073875783869
0.2,0.615457454896664,0.615457454896663,0.492365963917331,1.14891252930761,0.979795897113271,1.78801551849988,1.17260393995586
0.25,0.624695047554425,0.624695047554424,0.468521285665818,1.13192314226718,0.918558653543692,1.77614840500401,1.23228183404549
0.3,0.633724250524478,0.633724250524477,0.443606975367135,1.11579568022107,0.857321409974112,1.7639975087674,1.30149051130633
0.35,0.642492566203236,0.642492566203235,0.417620168032103,1.10056803515276,0.796084166404532,1.75156825193607,1.38247698120088
0.4,0.65094455490412,0.650944554904119,0.390566732942472,1.08627804912002,0.734846922834953,1.73886793463157,1.47823718840556
0.45,0.659022406318937,0.659022406318936,0.362462323475415,1.07296318669375,0.673609679265374,1.72590585088329,1.59285595163048
0.5,0.666666666666667,0.666666666666666,0.333333333333333,1.06066017177982,0.612372435695794,1.71269338139906,1.73205080756888
0.55,0.67381712052921,0.673817120529209,0.303217704238144,1.04940459309077,0.551135192126214,1.69924405678279,1.90407836059659
0.6,0.680413817439772,0.680413817439771,0.272165526975909,1.03923048454133,0.489897948556636,1.68557358493784,2.12132034355964
0.65,0.686398223054581,0.68639822305458,0.240239378069103,1.03016988890183,0.428660704987055,1.6716998369223,2.40322912018011
0.7,0.691714463866075,0.691714463866074,0.207514339159823,1.02225241501304,0.367423461417477,1.65764278649502,2.78221867234421
0.75,0.696310623822792,0.696310623822791,0.174077655955698,1.01550480057948,0.306186217847906,1.64342440002244,3.31662479035527
0.8,0.700140042014005,0.700140042014004,0.140028008402801,1.00995049383621,0.244948974278314,1.62906847527738,4.12310562561776
0.85,0.70316255393463,0.70316255393463,0.105474383090195,1.00560926805596,0.183711730708728,1.61460042987236,5.47384352744647
0.9,0.705345615858599,0.705345615858598,0.0705345615858599,1.00249688278827,0.122474487139126,1.60004704250285,8.18535277187549
