t,va,vb,vc
622.2365,-0.992115108221995,0.254756501568758,0.737358606653237
622.2366,-0.983144808870983,0.217978274229607,0.765166534641376
622.2367,-0.975071539455071,0.185685196565961,0.78938634288911
622.2368,-0.966101240104059,0.153392118902316,0.812709121201743
622.2369,-0.956233910817945,0.122893101108873,0.833340809709072
622.237,-0.942778461791426,0.0870119037048224,0.855766558086604
622.2371,-0.927528952894704,0.054718826041177,0.872810126853527
622.2372,-0.91048538412778,0.020631688507329,0.889853695620451
622.2373,-0.895235875231059,-0.00717623948081009,0.902412114711869
622.2374,-0.877295276529034,-0.0385722872093542,0.915867563738388
622.2375,-0.856663588021705,-0.0717623948081009,0.928425982829806
622.2376,-0.835134869579275,-0.104952502406848,0.940087371986122
622.2377,-0.814503181071946,-0.131863400459885,0.946366581531831
622.2378,-0.792974462629515,-0.159671328448025,0.95264579107754
622.2379,-0.768754654381781,-0.19196440611167,0.960719060493451
622.238,-0.742740786263845,-0.226051543645518,0.968792329909362
622.2381,-0.71852097801611,-0.25565353150386,0.97417450951997
622.2382,-0.692507109898174,-0.288843639102606,0.98135074900078
622.2383,-0.669184331585541,-0.313960477285442,0.983144808870983
622.2384,-0.643170463467605,-0.345356525013986,0.98852698848159
622.2385,-0.618053625284769,-0.374061482937226,0.992115108221995
622.2386,-0.591142727231731,-0.40545753066577,0.996600257897502
622.2387,-0.565128859113795,-0.435956548459213,1.00108540757301
622.2388,-0.540909050866061,-0.46197041657715,1.00287946744321
622.2389,-0.511307063007719,-0.4978516139812,1.00915867698892
622.239,-0.484396164954681,-0.527453601839542,1.01184976679422
622.2391,-0.453897147161238,-0.559746679503187,1.01364382666443
622.2392,-0.425192189237998,-0.588451637426428,1.01364382666443
622.2393,-0.396487231314758,-0.615362535479465,1.01184976679422
622.2394,-0.363297123716011,-0.649449673013313,1.01274679672932
622.2395,-0.332798105922568,-0.677257601001452,1.01005570692402
622.2396,-0.300505028258923,-0.708653648729997,1.00915867698892
622.2397,-0.269108980530378,-0.737358606653237,1.00646758718362
622.2398,-0.243095112412442,-0.757093265225465,1.00018837763791
622.2399,-0.2134931245541,-0.7822101034083,0.9957032279624
622.24,-0.183891136695759,-0.804635851785832,0.98852698848159
622.2401,-0.153392118902316,-0.828855660033566,0.982247778935881
622.2402,-0.123790131043974,-0.847693288670692,0.971483419714666
622.2403,-0.0932911132505312,-0.863839827502515,0.957130940753046
622.2404,-0.0627920954570883,-0.880883396269439,0.943675491726527
622.2405,-0.0340871375338479,-0.891647755490654,0.925734893024502
622.2406,0,-0.91048538412778,0.91048538412778
622.2407,0.0322930776636454,-0.923940833154299,0.891647755490654
622.2408,0.0627920954570883,-0.933808162440413,0.871016066983325
622.2409,0.0923940833154299,-0.940984401921223,0.848590318605793
622.241,0.122893101108873,-0.953542821012641,0.830649719903768
622.2411,0.152495088967214,-0.95982203055835,0.807326941591135
622.2412,0.183891136695759,-0.96699827003916,0.783107133343401
622.2413,0.216184214359404,-0.973277479584869,0.757093265225465
622.2414,0.247580262087948,-0.978659659195476,0.731079397107528
622.2415,0.27718224994629,-0.982247778935881,0.705065528989592
622.2416,0.308578297674834,-0.991218078286894,0.68263978061206
622.2417,0.331901075987467,-0.987629958546489,0.655728882559022
622.2418,0.357914944105403,-0.989424018416691,0.631509074311288
622.2419,0.384825842158441,-0.994806198027299,0.609980355868858
622.242,0.41263377014658,-0.996600257897502,0.583966487750921
622.2421,0.445823877745327,-1.00826164705382,0.562437769308491
622.2422,0.472734775798365,-1.00646758718362,0.533732811385251
622.2423,0.503233793591808,-1.00915867698892,0.505924883397112
622.2424,0.531041721579947,-1.00736461711872,0.47632289553877
622.2425,0.56154073937339,-1.00915867698892,0.44761793761553
622.2426,0.592936787101934,-1.01364382666443,0.420707039562492
622.2427,0.618053625284769,-1.00736461711872,0.389310991833948
622.2428,0.648552643078212,-1.01005570692402,0.361503063845808
622.2429,0.674566511196149,-1.00287946744321,0.328312956247062
622.243,0.702374439184288,-1.00467352731341,0.302299088129125
622.2431,0.727491277367123,-1.00198243750811,0.274491160140986
622.2432,0.752608115549958,-0.998394317767704,0.245786202217746
622.2433,0.776827923797692,-0.986732928611388,0.209905004813695
622.2434,0.802841791915629,-0.975968569390173,0.173126777474543
622.2435,0.827958630098464,-0.967895299974261,0.139936669875797
622.2436,0.850384378475996,-0.957130940753046,0.10674656227705
622.2437,0.86742794724292,-0.942778461791426,0.075350514548506
622.2438,0.88178042620454,-0.924837863089401,0.0430574368848606
622.2439,0.897926965036363,-0.91048538412778,0.0125584190914177
622.244,0.911382414062882,-0.890750725555553,-0.020631688507329
622.2441,0.928425982829806,-0.880883396269439,-0.0475425865603669
622.2442,0.940087371986122,-0.862942797567414,-0.0771445744187085
622.2443,0.949057671337135,-0.840517049189882,-0.108540622147253
622.2444,0.955336880882844,-0.81809130081235,-0.137245580070493
622.2445,0.960719060493451,-0.79656258236992,-0.164156478123531
622.2446,0.96699827003916,-0.778621983667895,-0.188376286371265
622.2447,0.969689359844464,-0.751711085614857,-0.217978274229607
622.2448,0.977762629260375,-0.733770486912832,-0.243992142347543
622.2449,0.980453719065679,-0.703271469119389,-0.27718224994629
622.245,0.984938868741185,-0.678154630936554,-0.306784237804631
622.2451,0.993012138157097,-0.659317002299427,-0.333695135857669
622.2452,0.992115108221995,-0.624332834830478,-0.367782273391517
622.2453,0.999291347702805,-0.603701146323149,-0.395590201379656
622.2454,1.00108540757301,-0.574099158464807,-0.4269862491082
622.2455,1.00646758718362,-0.549879350217073,-0.456588236966542
622.2456,1.01454085659953,-0.532835781450149,-0.481705075149377
622.2457,1.01005570692402,-0.493366464305694,-0.516689242618327
622.2458,1.01274679672932,-0.467352596187757,-0.545394200541567
622.2459,1.01184976679422,-0.436853578394314,-0.574996188399909
622.246,1.01274679672932,-0.411736740211479,-0.601010056517845
622.2461,1.01184976679422,-0.383031782288239,-0.628817984505984
622.2462,1.00826164705382,-0.348047614819289,-0.660214032234528
622.2463,1.00736461711872,-0.322930776636454,-0.684433840482263
622.2464,1.00018837763791,-0.287946609167505,-0.712241768470402
622.2465,0.993909168092198,-0.25565353150386,-0.738255636588338
622.2466,0.989424018416691,-0.22784560351572,-0.761578414900971
622.2467,0.980453719065679,-0.198243615657379,-0.7822101034083
622.2468,0.967895299974261,-0.16325944818843,-0.804635851785832
622.2469,0.958027970688147,-0.133657460330088,-0.824370510358059
622.247,0.947263611466932,-0.103158442536645,-0.844105168930287
622.2471,0.936499252245717,-0.0771445744187085,-0.859354677827009
622.2472,0.922146773284097,-0.0439544668199618,-0.878192306464135
622.2473,0.905103204517173,-0.0107643592212151,-0.894338845295958
622.2474,0.887162605815148,0.020631688507329,-0.907794294322477
622.2475,0.869222007113122,0.0484396164954681,-0.917661623608591
622.2476,0.846796258735591,0.0807326941591135,-0.927528952894704
622.2477,0.823473480422958,0.11392280175786,-0.937396282180818
622.2478,0.800150702110325,0.145318849486404,-0.94546955159673
622.2479,0.77503386392749,0.180303016955354,-0.955336880882844
622.248,0.751711085614857,0.210802034748796,-0.962513120363654
622.2481,0.726594247432022,0.243992142347543,-0.970586389779565
622.2482,0.702374439184288,0.273594130205885,-0.975968569390173
622.2483,0.676360571066351,0.302299088129125,-0.978659659195476
622.2484,0.650346702948415,0.331901075987467,-0.982247778935881
622.2485,0.627920954570883,0.356120884235201,-0.984041838806084
622.2486,0.601907086452947,0.385722872093542,-0.987629958546489
622.2487,0.57589321833501,0.417118919822087,-0.993012138157097
622.2488,0.551673410087276,0.442235758004922,-0.993909168092198
622.2489,0.521174392293833,0.479911015279175,-1.00108540757301
622.249,0.495160524175896,0.507718943267314,-1.00287946744321
622.2491,0.466455566252656,0.538217961060757,-1.00467352731341
622.2492,0.438647638264517,0.566025889048896,-1.00467352731341
622.2493,0.406354560600871,0.599215996647643,-1.00557055724851
622.2494,0.374061482937226,0.633303134181491,-1.00736461711872
622.2495,0.347150584884188,0.656625912494123,-1.00377649737831
622.2496,0.319342656896049,0.683536810547161,-1.00287946744321
622.2497,0.29153472890791,0.710447708600199,-1.00198243750811
622.2498,0.259241651244265,0.737358606653237,-0.996600257897502
622.2499,0.226051543645518,0.763372474771174,-0.989424018416691
622.25,0.193758465981872,0.784004163278503,-0.977762629260375
622.2501,0.161465388318227,0.80373882185073,-0.965204210168957
622.2502,0.12827528071948,0.824370510358059,-0.95264579107754
622.2503,0.0932911132505312,0.847693288670692,-0.940984401921223
622.2504,0.0592039757166833,0.869222007113122,-0.928425982829806
622.2505,0.0287049579232404,0.883574486074743,-0.912279443997983
622.2506,-0.00179405987020252,0.899721024906565,-0.897926965036363
622.2507,-0.0313960477285442,0.914073503868186,-0.882677456139641
622.2508,-0.061895065521987,0.927528952894704,-0.865633887372717
622.2509,-0.0923940833154299,0.939190342051021,-0.846796258735591
622.251,-0.122893101108873,0.949057671337135,-0.826164570228262
622.2511,-0.149803999161911,0.951748761142438,-0.801944761980528
622.2512,-0.176714897214949,0.956233910817945,-0.779519013602996
622.2513,-0.20631688507329,0.964307180233856,-0.757990295160566
622.2514,-0.232330753191227,0.965204210168957,-0.732873456977731
622.2515,-0.261932741049568,0.969689359844464,-0.707756618794895
622.2516,-0.288843639102606,0.966101240104059,-0.677257601001452
622.2517,-0.322033746701353,0.973277479584869,-0.651243732883516
622.2518,-0.356120884235201,0.984041838806084,-0.627920954570883
622.2519,-0.384825842158441,0.984041838806084,-0.599215996647643
622.252,-0.41263377014658,0.98135074900078,-0.5687169788542
622.2521,-0.445823877745327,0.991218078286894,-0.545394200541567
622.2522,-0.473631805733466,0.991218078286894,-0.517586272553428
622.2523,-0.507718943267314,1.00108540757301,-0.493366464305694
622.2524,-0.534629841320352,0.998394317767704,-0.463764476447352
622.2525,-0.564231829178694,0.999291347702805,-0.435059518524112
622.2526,-0.592039757166833,0.994806198027299,-0.402766440860466
622.2527,-0.622538774960276,0.9957032279624,-0.373164453002125
622.2528,-0.653037792753718,1.00018837763791,-0.347150584884188
622.2529,-0.679051660871655,0.991218078286894,-0.312166417415239
622.253,-0.706859588859794,0.989424018416691,-0.282564429556897
622.2531,-0.732873456977731,0.983144808870983,-0.250271351893252
622.2532,-0.758887325095667,0.977762629260375,-0.218875304164708
622.2533,-0.783107133343401,0.971483419714666,-0.188376286371265
622.2534,-0.80373882185073,0.962513120363654,-0.158774298512923
622.2535,-0.820782390617654,0.948160641402033,-0.127378250784379
622.2536,-0.840517049189882,0.937396282180818,-0.0968792329909362
622.2537,-0.857560617956806,0.923940833154299,-0.0663802151974934
622.2538,-0.879089336399236,0.917661623608591,-0.0385722872093542
622.2539,-0.893441815360857,0.900618054841667,-0.00717623948081009
622.254,-0.907794294322477,0.883574486074743,0.0242198082477341
622.2541,-0.921249743348996,0.866530917307819,0.054718826041177
622.2542,-0.932014102570211,0.84589922880049,0.0861148737697211
622.2543,-0.943675491726527,0.829752689968667,0.11392280175786
622.2544,-0.950851731207337,0.806429911656034,0.144421819551303
622.2545,-0.957130940753046,0.784004163278503,0.173126777474543
622.2546,-0.961616090428552,0.761578414900971,0.200037675527581
622.2547,-0.96699827003916,0.739152666523439,0.22784560351572
622.2548,-0.975968569390173,0.723006127691617,0.252962441698556
622.2549,-0.97417450951997,0.686227900352465,0.287946609167505
622.255,-0.980453719065679,0.664699181910035,0.315754537155644
622.2551,-0.982247778935881,0.635097194051693,0.347150584884188
622.2552,-0.986732928611388,0.609083325933757,0.377649602677631
622.2553,-0.994806198027299,0.59024569729663,0.404560500730669
622.2554,-0.994806198027299,0.557952619632985,0.436853578394314
622.2555,-1.00198243750811,0.539114990995858,0.462867446512251
622.2556,-1.00198243750811,0.506821913332213,0.495160524175896
622.2557,-1.00467352731341,0.479911015279175,0.524762512034238
622.2558,-1.00826164705382,0.459279326771846,0.548982320281972
622.2559,-1.00467352731341,0.423398129367795,0.581275397945617
622.256,-1.00557055724851,0.39828129118496,0.607289266063554
622.2561,-1.00108540757301,0.364194153651112,0.636891253921896
622.2562,-1.00018837763791,0.337283255598074,0.662905122039832
622.2563,-1.00198243750811,0.316651567090745,0.685330870417364
622.2564,-0.997497287832603,0.2843584894271,0.713138798405503
622.2565,-0.990321048351793,0.248477292023049,0.741843756328743
622.2566,-0.984938868741185,0.217978274229607,0.766960594511579
622.2567,-0.97417450951997,0.183891136695759,0.790283372824211
622.2568,-0.964307180233856,0.154289148837417,0.810018031396439
622.2569,-0.951748761142438,0.119304981368468,0.832443779773971
622.257,-0.93829331211592,0.0834237839644173,0.854869528151502
622.2571,-0.924837863089401,0.0511307063007719,0.873707156788629
622.2572,-0.912279443997983,0.0233227783126328,0.88895666568535
622.2573,-0.897029935101261,-0.00627920954570883,0.90330914464697
622.2574,-0.878192306464135,-0.0403663470795568,0.918558653543692
622.2575,-0.857560617956806,-0.0735564546783034,0.931117072635109
622.2576,-0.83872298931968,-0.101364382666443,0.940087371986122
622.2577,-0.81809130081235,-0.127378250784379,0.94546955159673
622.2578,-0.794768522499718,-0.158774298512923,0.953542821012641
622.2579,-0.769651684316882,-0.19196440611167,0.961616090428552
622.258,-0.743637816198946,-0.224257483775315,0.967895299974261
622.2581,-0.715829888210807,-0.261932741049568,0.977762629260375
622.2582,-0.694301169768376,-0.286152549297302,0.980453719065679
622.2583,-0.66828730165044,-0.314857507220543,0.983144808870983
622.2584,-0.641376403597402,-0.348047614819289,0.989424018416691
622.2585,-0.618053625284769,-0.372267423067024,0.990321048351793
622.2586,-0.589348667361529,-0.408148620471074,0.997497287832603
622.2587,-0.565128859113795,-0.435059518524112,1.00018837763791
622.2588,-0.537320931125656,-0.467352596187757,1.00467352731341
622.2589,-0.509513003137517,-0.500542703786504,1.01005570692402
622.259,-0.482602105084479,-0.527453601839542,1.01005570692402
622.2591,-0.452103087291036,-0.56154073937339,1.01364382666443
622.2592,-0.424295159302897,-0.587554607491326,1.01184976679422
622.2593,-0.393796141509454,-0.618053625284769,1.01184976679422
622.2594,-0.365091183586213,-0.64675858320801,1.01184976679422
622.2595,-0.335489195727872,-0.676360571066351,1.01184976679422
622.2596,-0.304990177934429,-0.707756618794895,1.01274679672932
622.2597,-0.278079279881391,-0.730182367172427,1.00826164705382
622.2598,-0.250271351893252,-0.754402175420161,1.00467352731341
622.2599,-0.217978274229607,-0.780416043538098,0.998394317767704
622.26,-0.182994106760657,-0.808223971526237,0.991218078286894
622.2601,-0.149803999161911,-0.830649719903768,0.980453719065679
622.2602,-0.118407951433367,-0.849487348540895,0.967895299974261
622.2603,-0.0870119037048224,-0.868324977178021,0.955336880882844
622.2604,-0.0574099158464807,-0.88178042620454,0.939190342051021
622.2605,-0.0242198082477341,-0.900618054841667,0.924837863089401
622.2606,0.00717623948081009,-0.914073503868186,0.906897264387375
622.2607,0.0367782273391517,-0.923940833154299,0.887162605815148
622.2608,0.0645861553272908,-0.931117072635109,0.866530917307819
622.2609,0.095982203055835,-0.943675491726527,0.847693288670692
622.261,0.124687160979075,-0.95264579107754,0.827958630098464
622.2611,0.15608320870762,-0.961616090428552,0.805532881720933
622.2612,0.186582226501062,-0.967895299974261,0.781313073473199
622.2613,0.217081244294505,-0.972380449649768,0.755299205355262
622.2614,0.249374321958151,-0.979556689130578,0.730182367172427
622.2615,0.282564429556897,-0.98852698848159,0.705962558924693
622.2616,0.307681267739733,-0.986732928611388,0.679051660871655
622.2617,0.335489195727872,-0.991218078286894,0.655728882559022
622.2618,0.359709003975606,-0.98852698848159,0.628817984505984
622.2619,0.386619902028644,-0.992115108221995,0.605495206193352
622.262,0.418015949757188,-1.00198243750811,0.583966487750921
622.2621,0.444926847810226,-1.00198243750811,0.557055589697883
622.2622,0.473631805733466,-1.00287946744321,0.529247661709744
622.2623,0.503233793591808,-1.00557055724851,0.502336763656706
622.2624,0.532835781450149,-1.00826164705382,0.475425865603669
622.2625,0.565128859113795,-1.01543788653463,0.450309027420833
622.2626,0.59024569729663,-1.00826164705382,0.418015949757188
622.2627,0.620744715090073,-1.01005570692402,0.389310991833948
622.2628,0.648552643078212,-1.00736461711872,0.358811974040505
622.2629,0.676360571066351,-1.00646758718362,0.330107016117264
622.263,0.702374439184288,-1.00467352731341,0.302299088129125
622.2631,0.727491277367123,-1.00287946744321,0.275388190076087
622.2632,0.751711085614857,-0.993012138157097,0.241301052542239
622.2633,0.777724953732794,-0.984041838806084,0.20631688507329
622.2634,0.80373882185073,-0.976865599325274,0.173126777474543
622.2635,0.827061600163363,-0.96699827003916,0.139936669875797
622.2636,0.848590318605793,-0.956233910817945,0.107643592212151
622.2637,0.865633887372717,-0.940087371986122,0.0744534846134047
622.2638,0.882677456139641,-0.925734893024502,0.0430574368848606
622.2639,0.89613290516616,-0.906897264387375,0.0107643592212151
622.264,0.914073503868186,-0.89613290516616,-0.0179405987020252
622.2641,0.926631922959603,-0.879986366334338,-0.0466455566252656
622.2642,0.934705192375515,-0.854869528151502,-0.0798356642240123
622.2643,0.942778461791426,-0.835134869579275,-0.107643592212151
622.2644,0.950851731207337,-0.814503181071946,-0.136348550135392
622.2645,0.962513120363654,-0.799253672175224,-0.16325944818843
622.2646,0.966101240104059,-0.768754654381781,-0.197346585722278
622.2647,0.97417450951997,-0.748122965874452,-0.226051543645518
622.2648,0.977762629260375,-0.721212067821414,-0.256550561438961
622.2649,0.983144808870983,-0.698786319443883,-0.2843584894271
622.265,0.989424018416691,-0.680845720741858,-0.308578297674834
622.2651,0.98852698848159,-0.648552643078212,-0.339974345403378
622.2652,0.994806198027299,-0.628817984505984,-0.365988213521315
622.2653,0.997497287832603,-0.601907086452947,-0.395590201379656
622.2654,1.00198243750811,-0.57589321833501,-0.426089219173099
622.2655,1.01184976679422,-0.56154073937339,-0.450309027420833
622.2656,1.00915867698892,-0.523865482099137,-0.485293194889783
622.2657,1.01364382666443,-0.502336763656706,-0.511307063007719
622.2658,1.01095273685912,-0.468249626122859,-0.542703110736263
622.2659,1.01095273685912,-0.437750608329416,-0.573202128529706
622.266,1.01274679672932,-0.415324859951884,-0.59742193677744
622.2661,1.00826164705382,-0.378546632612732,-0.629715014441086
622.2662,1.00826164705382,-0.350738704624593,-0.657522942429225
622.2663,1.00377649737831,-0.318445626960948,-0.685330870417364
622.2664,0.998394317767704,-0.286152549297302,-0.712241768470402
622.2665,0.994806198027299,-0.260138681179366,-0.734667516847933
622.2666,0.989424018416691,-0.229639663385923,-0.759784355030769
622.2667,0.980453719065679,-0.195552525852075,-0.784901193213604
622.2668,0.973277479584869,-0.166847567928835,-0.806429911656034
