intensidad_falla,e12,e23,e31,major_axes,minor_axes,ellipse_angles,ellipse_ratio
0.05,0.577350269189626,0.577350269189625,0.577350269189626,1.22474487139159,1.16350762782201,2.87979326579064,1.05263157894737
0.1,0.577350269189626,0.577350269189625,0.577350269189626,1.22474487139159,1.10227038425243,2.87979326579064,1.11111111111111
0.15,0.577350269189626,0.577350269189625,0.577350269189626,1.22474487139159,1.04103314068285,2.87979326579064,1.17647058823529
0.2,0.577350269189626,0.577350269189625,0.577350269189626,1.22474487139159,0.979795897113272,2.87979326579064,1.25
0.25,0.577350269189626,0.577350269189625,0.577350269189626,1.22474487139159,0.918558653543693,2.87979326579064,1.33333333333333
0.3,0.577350269189626,0.577350269189625,0.577350269189626,1.22474487139159,0.857321409974114,2.87979326579064,1.42857142857143
0.35,0.577350269189626,0.577350269189625,0.577350269189626,1.22474487139159,0.796084166404533,2.87979326579064,1.53846153846154
0.4,0.577350269189626,0.577350269189625,0.577350269189626,1.22474487139159,0.734846922834954,2.87979326579064,1.66666666666666
0.45,0.577350269189626,0.577350269189625,0.577350269189626,1.22474487139159,0.673609679265375,2.87979326579064,1.81818181818181
0.5,0.577350269189626,0.577350269189625,0.577350269189626,1.22474487139159,0.612372435695794,2.87979326579064,2
0.55,0.577350269189626,0.577350269189625,0.577350269189626,1.22474487139159,0.551135192126216,2.87979326579064,2.22222222222222
0.6,0.577350269189626,0.577350269189625,0.577350269189626,1.22474487139159,0.489897948556637,2.87979326579064,2.49999999999999
0.65,0.577350269189626,0.577350269189625,0.577350269189626,1.22474487139159,0.428660704987056,2.87979326579064,2.85714285714285
0.7,0.577350269189626,0.577350269189625,0.577350269189626,1.22474487139159,0.367423461417479,2.87979326579064,3.3333333333333
0.75,0.577350269189626,0.577350269189625,0.577350269189626,1.22474487139159,0.306186217847896,2.87979326579064,4.00000000000002
0.8,0.577350269189626,0.577350269189625,0.577350269189626,1.22474487139157,0.244948974278327,2.87979326579065,4.99999999999975
0.85,0.577350269189626,0.577350269189625,0.577350269189626,1.22474487139161,0.183711730708729,2.87979326579064,6.66666666666712
0.9,0.577350269189626,0.577350269189625,0.577350269189626,1.22474487139163,0.12247448713914,2.87979326579064,10.0000000000019
